duration,protocol_type,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,is_host_login,is_guest_login,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,label
0.8999124642375645,0,23579.830034172704,302.56419924639204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,4,0.996086381521949,0.05604853122232232,0.03719183451005546,0.6351937927625476,253,19,0.08726268997224527,0.865022646771947,0.8401344973422822,ddos
74.6951582740636,0,783.226916132342,1607.1231939033241,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0.05641809653258892,0.0030802742293839836,0.8738684971835912,0.1400641304030549,185,200,0.9910569222031363,0.1123017638686163,0.02891532182338591,normal
48.89445714095118,0,224.6195987817325,1780.8730487001917,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,22,27,0.06959388104396795,0.07791093434535015,0.7805527869778971,0.12059072143010756,251,101,0.8420533785153882,0.17832040909306324,0.03440556508952648,normal
1.8119501455745992,0,74.05625828420399,8656.200245683634,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,14,2,0.06969833878225042,0.035727356993421056,0.7900810274723279,0.20341804952342044,113,214,0.6327768836672528,0.007457214977304849,0.014719022441459229,normal
43.03299643822845,1,153.7417712326051,328.04291016228416,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,12,0.005002135767838334,0.009922019440997944,0.9784880128992723,0.24578699337316826,236,104,0.6241465738793169,0.04256824669322071,0.0315656368781445,normal
2.2186454818116186,0,26388.42313245458,170.14772481873004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,258,2,0.8909993655379943,0.16123609151012763,0.10762702935492294,0.7943162251029626,232,18,0.020451979145834367,0.9827395903841059,0.9805632406047029,ddos
7.954093965741799,2,31.28275736147458,8172.192443407604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,0.018981659779658044,0.08504184464030895,0.9924461169602797,0.2439217343641513,249,68,0.8277091160755574,0.1603290131386998,0.008052959969918755,normal
51.46980999199005,1,3.0786764657159087,1209.5289553862203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,29,0.060046077099563125,0.04019739869279172,0.800654742479786,0.24771924040766885,196,25,0.9580265190219002,0.14789533717659226,0.016268834452719434,normal
2.5129587395694957,0,22961.464202170057,230.66728332546478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,6,0.8833370796609386,0.06707109660577597,0.292666439162631,0.7695551374593337,200,20,0.19360607304934765,0.8462473596087579,0.7518403513115889,ddos
4.242437529015604,1,1593.5757544625358,1074.7446966058167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,4,0.01941197372157526,0.07269367000370137,0.8597051031857739,0.14475611773486288,146,117,0.999298426301536,0.04742409649477406,0.04392494144219711,normal
24.564689738889044,1,56.56565723651969,1412.4016470830659,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,13,0.07338296809083124,0.03165357208791936,0.8445721153552498,0.24712528191426392,153,224,0.9820084596497594,0.036180688629730964,0.0038323126361631044,normal
16.90768483654908,0,1225.1556278587987,1003.6654514722889,0,0,0,0,19,0,2,0,0,1,0,0,0,1,0,75,40,0.1890802000765129,0.42379664129135663,0.7959161253696759,0.20347977087928057,23,18,0.8822193645555976,0.198383079533548,0.05839436552449929,brute_force
17.68108039088484,1,241.82163306771295,453.3042342016899,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,25,11,0.027374260049654854,0.03220822480404211,0.7402186771412002,0.0012119152339877704,247,152,0.71397023593076,0.04739551233922717,0.0013796688900285514,normal
21.73036073534379,0,6587.125342479075,2826.158242617725,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,13,0.018954111515628903,0.007759425307672752,0.9554109752352964,0.06376816904144543,103,20,0.9981227325121173,0.167292625572545,0.0034691275585477356,normal
8.799126053415916,0,498.04999502503335,1795.6191874358406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,10,0.07427100777645128,0.0064531065201939635,0.7368764625502232,0.026358620583522684,168,189,0.6991323592306216,0.10165877135442912,0.03569425006972706,normal
0.8977436474362447,1,11480.916295706536,82.18455443042232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,6,0.8217326141685067,0.07927189907990986,0.022139644215965624,0.8694174917237404,238,9,0.1246678578810992,0.8339256356528973,0.9818649184743182,ddos
33.924564633367986,1,20.79614528255186,557.9785720198709,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,12,0.059541478739334575,0.011690067936100824,0.997068280828702,0.1511307531690872,200,184,0.641129929382831,0.04826493446896192,0.02148060506973401,normal
25.101238259909326,2,7471.590136520697,3527.248451504057,1,0,0,18,1,1,7,0,2,3,3,0,1,1,1,373,362,0.5568772559024288,0.6533187197360274,0.31076855060722974,0.7316549294321216,15,223,0.16626997352217499,0.07496381245855088,0.8597138429172738,zero_day
